 &plot nbnd=  20, nks=   401 /
            0.000000  0.000000  0.000000
  -22.599  -21.142  -19.072  -15.595  -12.631  -10.655   -9.705   -9.584   -9.103   -8.352
   -7.566   -7.143   -7.088   -0.998   -0.397   -0.327    0.067    0.122    0.134    0.223
            0.000000  0.000000  0.002500
  -22.599  -21.142  -19.072  -15.595  -12.631  -10.654   -9.705   -9.585   -9.102   -8.353
   -7.566   -7.143   -7.088   -0.998   -0.397   -0.327    0.067    0.122    0.134    0.223
            0.000000  0.000000  0.005000
  -22.599  -21.142  -19.072  -15.595  -12.631  -10.654   -9.706   -9.586   -9.102   -8.354
   -7.566   -7.145   -7.088   -0.998   -0.396   -0.326    0.068    0.122    0.134    0.224
            0.000000  0.000000  0.007500
  -22.598  -21.141  -19.072  -15.594  -12.631  -10.653   -9.707   -9.587   -9.101   -8.357
   -7.566   -7.147   -7.087   -0.998   -0.396   -0.326    0.069    0.123    0.135    0.224
            0.000000  0.000000  0.010000
  -22.597  -21.141  -19.071  -15.594  -12.630  -10.652   -9.708   -9.589   -9.100   -8.361
   -7.567   -7.150   -7.086   -0.998   -0.395   -0.325    0.070    0.124    0.136    0.225
            0.000000  0.000000  0.012500
  -22.596  -21.140  -19.070  -15.593  -12.630  -10.651   -9.710   -9.592   -9.099   -8.366
   -7.567   -7.154   -7.085   -0.998   -0.394   -0.323    0.071    0.125    0.137    0.227
            0.000000  0.000000  0.015000
  -22.595  -21.139  -19.069  -15.592  -12.629  -10.650   -9.712   -9.596   -9.098   -8.371
   -7.568   -7.159   -7.083   -0.998   -0.392   -0.322    0.073    0.127    0.139    0.228
            0.000000  0.000000  0.017500
  -22.594  -21.137  -19.068  -15.591  -12.628  -10.648   -9.714   -9.599   -9.096   -8.378
   -7.569   -7.165   -7.082   -0.998   -0.390   -0.320    0.075    0.129    0.141    0.230
            0.000000  0.000000  0.020000
  -22.592  -21.136  -19.066  -15.590  -12.627  -10.646   -9.717   -9.603   -9.094   -8.386
   -7.570   -7.172   -7.080   -0.998   -0.388   -0.318    0.077    0.131    0.143    0.233
            0.000000  0.000000  0.022500
  -22.590  -21.134  -19.064  -15.588  -12.626  -10.644   -9.721   -9.608   -9.092   -8.395
   -7.571   -7.180   -7.077   -0.998   -0.386   -0.315    0.079    0.133    0.146    0.235
            0.000000  0.000000  0.025000
  -22.588  -21.132  -19.062  -15.586  -12.625  -10.642   -9.726   -9.612   -9.090   -8.405
   -7.572   -7.189   -7.075   -0.998   -0.384   -0.313    0.082    0.136    0.149    0.238
            0.000000  0.000000  0.027500
  -22.586  -21.129  -19.060  -15.585  -12.623  -10.639   -9.732   -9.616   -9.087   -8.416
   -7.574   -7.199   -7.072   -0.999   -0.381   -0.310    0.085    0.139    0.152    0.241
            0.000000  0.000000  0.030000
  -22.583  -21.127  -19.058  -15.583  -12.622  -10.636   -9.739   -9.620   -9.084   -8.428
   -7.575   -7.209   -7.069   -0.999   -0.378   -0.307    0.089    0.142    0.155    0.245
            0.000000  0.000000  0.032500
  -22.581  -21.124  -19.055  -15.580  -12.620  -10.633   -9.747   -9.625   -9.081   -8.441
   -7.577   -7.221   -7.066   -0.999   -0.374   -0.303    0.092    0.146    0.159    0.249
            0.000000  0.000000  0.035000
  -22.578  -21.121  -19.053  -15.578  -12.619  -10.629   -9.756   -9.628   -9.077   -8.455
   -7.579   -7.233   -7.062   -0.999   -0.371   -0.300    0.096    0.150    0.163    0.253
            0.000000  0.000000  0.037500
  -22.575  -21.118  -19.050  -15.575  -12.617  -10.625   -9.766   -9.632   -9.073   -8.470
   -7.581   -7.246   -7.059   -0.999   -0.367   -0.295    0.101    0.154    0.167    0.257
            0.000000  0.000000  0.040000
  -22.571  -21.115  -19.046  -15.573  -12.615  -10.621   -9.778   -9.635   -9.069   -8.485
   -7.584   -7.260   -7.054   -0.999   -0.363   -0.291    0.105    0.159    0.172    0.262
            0.000000  0.000000  0.042500
  -22.568  -21.111  -19.043  -15.570  -12.613  -10.617   -9.791   -9.637   -9.065   -8.502
   -7.586   -7.275   -7.050   -0.999   -0.358   -0.287    0.110    0.164    0.177    0.267
            0.000000  0.000000  0.045000
  -22.564  -21.108  -19.040  -15.567  -12.611  -10.612   -9.805   -9.639   -9.061   -8.520
   -7.589   -7.291   -7.046   -1.000   -0.353   -0.282    0.115    0.169    0.182    0.272
            0.000000  0.000000  0.047500
  -22.560  -21.104  -19.036  -15.563  -12.608  -10.607   -9.821   -9.641   -9.056   -8.538
   -7.592   -7.307   -7.041   -1.000   -0.349   -0.277    0.121    0.174    0.188    0.278
            0.000000  0.000000  0.050000
  -22.555  -21.099  -19.032  -15.560  -12.606  -10.602   -9.837   -9.643   -9.051   -8.557
   -7.595   -7.324   -7.036   -1.000   -0.343   -0.271    0.127    0.180    0.193    0.284
            0.000000  0.000000  0.052500
  -22.551  -21.095  -19.028  -15.556  -12.604  -10.597   -9.855   -9.644   -9.046   -8.578
